"CdId","smiles","MolWeight","Formula","moleculename","E1","E2","E3","E4","h1","h2","h3","h4","l1","l2","l3","l4","reorg","IP_vert","IP_adia","ringcount","fusedringcount","rotatablebondcount","vdwsa","atomcountS","avgpol","axx","ayy","azz"
"131","c1ccc(cc1)-c1c2cc3ccccc3cc2c2c(-c3ccccc3)c3cc4ccccc4cc3c12","454.57","C36H22","B.ACIE_49_2010_7728_3b","-1385.1555","-1384.9276","-1385.1528","-1384.9302","-0.1860543","-0.308727","-0.1811311","-0.3037214","-0.0830979","-0.2050129","-0.0873545","-0.2096715","0.005183937","0.22785513","0.2253018","8","6","2","599","0","55","76","67","23"
"132","c1cc2sc(cc2s1)-c1ccc2cc3cc(ccc3cc2c1)-c1cc2sccc2s1","454.64","C26H14S4","B.CR_115_2015_3036_152","-2591.981","-2591.7527","-2591.9768","-2591.757","-0.187327","-0.304606","-0.178982","-0.2959303","-0.0757357","-0.1945948","-0.079248","-0.1963772","0.008802482","0.22841886","0.22382145","7","7","2","519","4","52","39","34","82"
"133","C(=Cc1ccccc1)c1cc2sc3c4sc(C=Cc5ccccc5)cc4sc3c2s1","456.65","C26H16S4","B.CR_115_2015_3036_693","-2593.1602","-2592.9397","-2593.156","-2592.9438","-0.1805717","-0.2975556","-0.1726461","-0.2896597","-0.0782044","-0.1916967","-0.0834027","-0.196866","0.008528601","0.22053534","0.21636085","6","4","4","519","4","53","48","87","24"
"134","c1cc(sc1-c1cc2sc(cc2s1)-c1ccc(s1)-c1ccccc1)-c1ccccc1","456.65","C26H16S4","B.CR_115_2015_3036_111","-2593.1785","-2592.955","-2593.1736","-2592.9614","-0.1818849","-0.3022396","-0.1715396","-0.2917723","-0.0721828","-0.1901248","-0.0799254","-0.197031","0.011059927","0.22340971","0.217272","6","2","4","548","4","52","40","35","81"
"135","c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccccc1","458.60","C36H26","B.APL_71_1997_3853_22c","-1387.5784","-1387.3381","-1387.5736","-1387.3429","-0.2017063","-0.3071999","-0.1923102","-0.2989293","-0.0505333","-0.1576242","-0.0603715","-0.1684413","0.009348612","0.24012315","0.23546536","6","0","5","673","0","57","39","39","92"
"136","c1c(sc2ccccc12)-c1cc2sc3cc(sc3c2s1)-c1cc2ccccc2s1","460.66","C24H12S5","B.CR_115_2015_3036_541g","-2912.7556","-2912.5247","-2912.7512","-2912.5298","-0.1891443","-0.3111732","-0.1802137","-0.3023244","-0.0769422","-0.196312","-0.0829719","-0.2020166","0.009449387","0.23088112","0.22588313","7","7","2","500","5","51","39","34","80"
"137","c1ccc(cc1)-c1c2c3ccccc3sc2c2c(-c3ccccc3)c3c4ccccc4sc3c12","466.62","C32H18S2","B.CAEJ_21_2015_2019_1","-2026.6426","-2026.4255","-2026.6362","-2026.432","-0.173068","-0.3137005","-0.1604841","-0.304107","-0.1019301","-0.2274419","-0.1087302","-0.2316538","0.012796955","0.21699986","0.21052442","8","6","2","581","2","54","68","62","31"
"138","c1ccc2cc(ccc2c1)-c1sc2ccc3c(sc4ccc1c2c34)-c1ccc2ccccc2c1","466.62","C32H18S2","B.CL_2002_958_13f","-2026.6978","-2026.4829","-2026.6948","-2026.4861","-0.1725608","-0.2989224","-0.1672791","-0.2926971","-0.0811696","-0.2070731","-0.086383","-0.2107099","0.0060715326","0.21479952","0.21171646","8","8","2","578","2","54","37","43","83"
"139","C1c2ccccc2-c2ccc(cc12)-c1cc2sc(cc2s1)-c1ccc-2c(Cc3ccccc-23)c1","468.63","C32H20S2","B.CR_115_2015_3036_128","-2027.9033","-2027.6772","-2027.8981","-2027.683","-0.1854279","-0.3014343","-0.1749641","-0.2917591","-0.0603159","-0.1760669","-0.0698526","-0.1859586","0.011011556","0.22616412","0.22040196","8","8","2","601","2","56","37","41","91"
#"140","c1csc(c1)-c1sc(-c2cccs2)c2c(sc(-c3cccs3)c12)-c1cccs1","468.70","C22H12S6","B.CR_115_2015_3036_484","-3234.6348","-3234.4246","-3234.6313","-3234.428","-0.1658221","-0.3048051","-0.1597158","-0.2953949","-0.0883225","-0.2247767","-0.0929493","-0.2258353","0.0066808644","0.21015611","0.20665891","6","2","4","504","6","48","42","35","67"
"141","c1csc(c1)-c1sc2c(-c3cccs3)c(sc2c1-c1cccs1)-c1cccs1","468.70","C22H12S6","B.CR_115_2015_3036_145","-3234.6682","-3234.432","-3234.6606","-3234.4412","-0.1916886","-0.3204964","-0.1745785","-0.3094802","-0.0613185","-0.1900892","-0.0715878","-0.2029905","0.016625086","0.2362369","0.227082","6","2","4","503","6","49","52","66","30"
"142","c1cc(sc1-c1ccc(s1)-c1ccc(cc1)-c1ccccc1)-c1ccc(cc1)-c1ccccc1","470.65","C32H22S2","B.AFM_13_2003_767_31d","-2029.0879","-2028.8605","-2029.0828","-2028.8667","-0.1858265","-0.3031111","-0.1755202","-0.2929396","-0.0666276","-0.1857393","-0.0764435","-0.1941411","0.011353561","0.22745593","0.22122404","6","0","5","634","2","56","41","39","88"
"143","c1cc2sc3c(sc4c3sc3c5sc6c7sccc7sc6c5sc43)c2s1","476.71","C18H4S8","B.CR_115_2015_3036_726","-3873.8071","-3873.5764","-3873.8022","-3873.5813","-0.186951","-0.3159104","-0.1774232","-0.3065238","-0.0693629","-0.1933469","-0.073828","-0.1977704","0.009833095","0.23075862","0.22586937","8","8","0","410","8","49","46","79","23"
"144","C(=Cc1ccccc1)c1cc2sc(cc2s1)-c1cc2sc(C=Cc3ccccc3)cc2s1","482.69","C28H18S4","B.CR_115_2015_3036_140","-2670.5793","-2670.3628","-2670.575","-2670.367","-0.1783604","-0.2894739","-0.1703846","-0.2817353","-0.0810224","-0.1896632","-0.0862339","-0.1947415","0.008511937","0.21653926","0.21239215","6","4","5","565","4","57","94","47","29"
"145","c1csc(c1)-c1ccc(cc1)-c1ccc(s1)-c1ccc(s1)-c1ccc(cc1)-c1cccs1","482.69","C28H18S4","B.JACS_125_2003_4914_31f","-2670.5935","-2670.3696","-2670.588","-2670.376","-0.1840816","-0.2952867","-0.1731742","-0.2840715","-0.0711397","-0.1831993","-0.079767","-0.190153","0.011871283","0.22374617","0.21751916","6","0","5","592","4","55","41","38","87"
"146","c1csc(c1)-c1ccc(s1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(s1)-c1cccs1","482.69","C28H18S4","B.JACS_128_2006_5792_31f","-2670.5925","-2670.3667","-2670.5876","-2670.3723","-0.1882732","-0.2941502","-0.1778363","-0.2839701","-0.0665859","-0.1698479","-0.0749457","-0.1785929","0.010547253","0.22584717","0.22023939","6","0","5","593","4","55","46","32","89"
"147","c1cc2ccc3cc4c5sc6c(cc7ccc8cccc9ccc6c7c89)c5sc4c4ccc(c1)c2c34","488.62","C34H16S2","B.NC_2_2011_437_7","-2101.78","-2101.548","-2101.7786","-2101.5496","-0.1916235","-0.3038025","-0.1888767","-0.3011251","-0.0638054","-0.1745313","-0.0655371","-0.1759596","0.0028098235","0.23186104","0.23046345","10","10","0","569","2","57","57","89","24"
"148","c1cc2ccc3cc4sc5c(sc6cc7ccc8cccc9ccc(c56)c7c89)c4c4ccc(c1)c2c34","488.62","C34H16S2","B.NC_2_2011_437_8","-2101.78","-2101.5588","-2101.7773","-2101.5613","-0.1809324","-0.2947317","-0.175961","-0.2899587","-0.0783913","-0.1903014","-0.0822274","-0.1943128","0.0051630572","0.22110139","0.2185285","10","10","0","568","2","56","58","88","24"
"149","c1cc2ccc3cccc4c5c6sc7c(c6sc5c(c1)c2c34)c1cccc2ccc3cccc7c3c12","488.62","C34H16S2","B.NC_2_2011_437_6","-2101.7822","-2101.5508","-2101.78","-2101.553","-0.1900944","-0.3094512","-0.1856361","-0.3060637","-0.0688825","-0.1865678","-0.0718588","-0.1905642","0.0045170984","0.23146443","0.2292444","10","10","0","567","2","56","63","81","24"
"150","c1c(sc2c1sc1c3ccccc3sc21)-c1cc2sc3c4ccccc4sc3c2s1","490.70","C24H10S6","B.CR_115_2015_3036_211","-3309.7397","-3309.509","-3309.735","-3309.5142","-0.1893182","-0.3110434","-0.1796269","-0.3020873","-0.0749556","-0.1942644","-0.0807916","-0.2004147","0.009923142","0.23074034","0.22547822","8","8","1","497","6","54","86","44","31"
